true_label,predicted_label,features
N,/,"[0.25740740740740736, 0.05272089202032132, 0.20833333333333334, 0.33055555555555555, 3.0, 359.99999999999994, 1.658665959155877, 7.935796267756409, 8.515598743855016, 0.6479542054769039, 0.477833770473766]"
N,/,"[0.24074074074074073, 0.02283116297395917, 0.2111111111111111, 0.26666666666666666, 3.0, 359.99999999999994, -0.26465423357272355, -0.19410475482987577, 5.472142310311993, 0.7880391007318971, 0.6115815075470916]"
N,/,"[0.262962962962963, 0.03694432841344445, 0.2111111111111111, 0.29444444444444445, 3.0, 360.0, 0.137605687915461, 0.5826194082126226, 6.086437241305411, 0.7717301546051942, 0.6622631572912174]"
|,N,"[0.32916666666666666, 0.03749999999999998, 0.2916666666666667, 0.36666666666666664, 2.0, 359.9999999999999, 3.632111966563682, 22.4512247492257, 10.319321395897713, 0.4633780184919321, 0.22897135583177275]"
|,N,"[0.2861111111111111, 0.022222222222222227, 0.2638888888888889, 0.30833333333333335, 2.0, 359.9999999999999, 2.332579474435656, 13.00467053865735, 9.378515604436746, 0.6369306004668007, 0.45956673266815273]"
|,N,"[0.2833333333333333, 0.022222222222222227, 0.2611111111111111, 0.3055555555555556, 2.0, 359.99999999999994, 2.6812028441603335, 15.624617837479594, 9.714932672406237, 0.576539387534607, 0.35888682127041427]"
N,/,"[0.27314814814814814, 0.054496070257637634, 0.20833333333333334, 0.3416666666666667, 3.0, 359.99999999999994, 1.5761130990228285, 7.285158650794521, 7.959791823096266, 0.6876749314379211, 0.5199222439299291]"
A,N,"[0.23750000000000002, 0.023282020297555855, 0.21666666666666667, 0.275, 4.0, 360.0000000000001, 1.7496676314565651, 7.491617013904053, 7.9448951514665485, 0.630645269973809, 0.38201186356790506]"
N,R,"[0.2796296296296296, 0.06598156204192543, 0.20277777777777778, 0.3638888888888889, 3.0, 359.99999999999994, 1.1321174182863247, 4.022113231366636, 6.905536194180218, 0.7215404920785654, 0.602842767833748]"
~,N,"[0.24537037037037035, 0.02487968304174889, 0.2111111111111111, 0.26944444444444443, 3.0, 360.0, 3.682693934840092, 21.45865696112566, 9.705868650491968, 0.4380935623453172, 0.14141230280947936]"
A,R,"[0.2564814814814815, 0.03904290489316299, 0.20277777777777778, 0.29444444444444445, 3.0, 360.0, -0.8064673948058446, 2.2533257607444375, 6.2689326764632565, 0.7108766641560278, 0.4262157986323034]"
A,R,"[0.25555555555555554, 0.03271022543084387, 0.2111111111111111, 0.28888888888888886, 3.0, 360.0, -0.8665509081392139, 2.928698173329974, 6.7284770442944675, 0.6901414644189937, 0.38709656853305885]"
A,N,"[0.24537037037037038, 0.04759295287369036, 0.2, 0.3111111111111111, 3.0, 360.0, 0.02967290349724452, 2.247537792082392, 6.580623923030359, 0.7331797470918273, 0.5733974527972527]"
V,N,"[0.26296296296296295, 0.03810947338380867, 0.2222222222222222, 0.3138888888888889, 3.0, 360.0, -0.26313282056325876, 3.823937470183263, 7.197904954626628, 0.6707438187939966, 0.4480481692418257]"
V,N,"[0.2611111111111111, 0.04309287510451887, 0.20833333333333334, 0.3138888888888889, 3.0, 360.00000000000006, -0.36790577137226405, 2.3956137228605776, 6.635231316591393, 0.7154080360498701, 0.5401087950724226]"
R,N,"[0.24351851851851855, 0.0366647960615247, 0.20277777777777778, 0.2916666666666667, 3.0, 360.0, -0.15559747684976835, 1.8595059488854009, 6.4551184763830705, 0.7309361074230835, 0.548385892913908]"
R,N,"[0.2564814814814815, 0.051436831156782034, 0.20833333333333334, 0.3277777777777778, 3.0, 360.0, 0.16259501908778146, 2.809116521283694, 7.07798368970475, 0.7168032131653269, 0.5104844632420671]"
A,/,"[0.2638888888888889, 0.039739377284953574, 0.21666666666666667, 0.3138888888888889, 3.0, 360.0, -0.10761265671375507, 1.5117543440346148, 6.323721489741473, 0.741369185895917, 0.5677748900205826]"
R,N,"[0.24629629629629632, 0.03810947338380866, 0.20555555555555555, 0.2972222222222222, 3.0, 360.00000000000006, 0.06164259965868238, 2.4981153090636132, 6.55312571193409, 0.705287835763265, 0.4649008613590643]"
V,N,"[0.262037037037037, 0.04791610752939114, 0.2, 0.31666666666666665, 3.0, 360.0, -0.9142216913020021, 4.008895438532234, 7.468468421720406, 0.6889955216862336, 0.4900170130430811]"
A,R,"[0.2564814814814815, 0.03545220318347526, 0.21666666666666667, 0.30277777777777776, 3.0, 360.00000000000006, -0.5090232064251597, 2.6555432735674334, 6.354379011160997, 0.6863651798841264, 0.3974138763968491]"
A,N,"[0.2601851851851852, 0.03442153758415021, 0.2222222222222222, 0.3055555555555556, 3.0, 360.00000000000006, -0.3025224673697443, 3.8901598245545905, 7.64247785723464, 0.6691276664146535, 0.4272475427146175]"
+,V,"[0.28703703703703703, 0.055755811916017015, 0.23333333333333334, 0.3638888888888889, 3.0, 360.0, -0.2739757976200377, -0.5500483123575166, 4.559200062418504, 0.8235887475156651, 0.7486324930643364]"
~,V,"[0.2824074074074074, 0.04764696418618002, 0.225, 0.3416666666666667, 3.0, 359.99999999999994, -0.728260152291215, -0.08821252703427485, 4.02455200906952, 0.7630249746580042, 0.6466256575229673]"
N,V,"[0.2847222222222222, 0.05694444444444445, 0.22777777777777777, 0.3416666666666667, 2.0, 360.0, -0.457254368501551, -0.03966090265298794, 4.615977217416395, 0.820482931711566, 0.6759711400409096]"
J,R,"[0.27314814814814814, 0.05766073139607505, 0.2111111111111111, 0.35, 3.0, 360.0, 1.1742280029954772, 3.435665622035012, 6.202076968106281, 0.7308043964036356, 0.6467737754204037]"
J,/,"[0.27314814814814814, 0.05902732389077491, 0.20277777777777778, 0.3472222222222222, 3.0, 360.0, 1.002106634777693, 4.749977179757528, 7.265886397871332, 0.6908946372946505, 0.5248391888294026]"
J,R,"[0.2740740740740741, 0.05819354208322471, 0.21388888888888888, 0.3527777777777778, 3.0, 360.0, 1.5388649346164347, 5.196897909267234, 6.322347505179577, 0.7021681689512858, 0.5474959040763945]"
J,R,"[0.2847222222222222, 0.06527777777777777, 0.21944444444444444, 0.35, 2.0, 360.0, 1.4377856262048876, 4.869222074301449, 6.603318434010349, 0.7111531526568798, 0.5834287377435527]"
J,R,"[0.27499999999999997, 0.060900309823723506, 0.20833333333333334, 0.35555555555555557, 3.0, 360.00000000000006, 1.3576835642384741, 4.224167968465146, 6.3576875090196605, 0.7145776541486061, 0.5866435557014935]"
J,R,"[0.28055555555555556, 0.07222222222222223, 0.20833333333333334, 0.3527777777777778, 2.0, 360.0, 1.3306052518201665, 4.0820467419625075, 6.263214909083597, 0.7249564945888785, 0.6018155340012794]"
J,R,"[0.27777777777777773, 0.06716633734563753, 0.2, 0.3638888888888889, 3.0, 360.0, 1.4124771508496332, 4.6551388723629685, 6.451002369694016, 0.7113588037527543, 0.5739764963499367]"
J,R,"[0.2740740740740741, 0.058896458865886125, 0.2111111111111111, 0.3527777777777778, 3.0, 360.0, 1.5762105438860403, 5.524103202300294, 6.506866863392084, 0.7014559248152106, 0.5460919762715034]"
J,R,"[0.27685185185185185, 0.06335661257242962, 0.20833333333333334, 0.3611111111111111, 3.0, 360.0, 1.0191540967543042, 3.0370964069690167, 6.417433116320347, 0.7397246393073238, 0.5766236448097675]"
J,R,"[0.28055555555555556, 0.06388888888888888, 0.21666666666666667, 0.34444444444444444, 2.0, 360.0, 1.0986870333127803, 3.1838382798148155, 6.480487455208255, 0.7410442453073389, 0.6255847057789212]"
J,R,"[0.2740740740740741, 0.05967734460860007, 0.20833333333333334, 0.3527777777777778, 3.0, 360.0, 1.1233370437771373, 3.260018146504901, 6.4942326798884675, 0.7466836134202838, 0.573063517331261]"
J,R,"[0.2847222222222222, 0.05694444444444445, 0.22777777777777777, 0.3416666666666667, 2.0, 359.99999999999994, 1.416207073373663, 4.974442986191034, 6.488016266033671, 0.7037342968867206, 0.5431715337511824]"
R,N,"[0.26481481481481484, 0.045436459801427034, 0.2111111111111111, 0.32222222222222224, 3.0, 360.0000000000001, 1.1196249424490976, 3.221299662141366, 6.436395618048099, 0.745052541689822, 0.601678157473478]"
R,N,"[0.28055555555555556, 0.04999999999999999, 0.23055555555555557, 0.33055555555555555, 2.0, 360.0, 0.8360523276252892, 2.658070856548986, 6.599325749431543, 0.7513780410194164, 0.5653132952172163]"
A,R,"[0.27499999999999997, 0.05896919751144688, 0.23055555555555557, 0.35833333333333334, 3.0, 360.0, 1.497476714099397, 5.10558084809934, 6.46638389544095, 0.7018235192676598, 0.6122996611700415]"
R,/,"[0.27499999999999997, 0.05949029038595931, 0.20833333333333334, 0.3527777777777778, 3.0, 360.0, 1.0491264962173765, 4.286700461588661, 6.97097846180151, 0.7101637034661479, 0.46105650240438634]"
j,R,"[0.2972222222222222, 0.07222222222222223, 0.225, 0.36944444444444446, 2.0, 360.00000000000006, 1.5413494655013396, 5.186247681469538, 6.717445557820251, 0.7226513760895331, 0.5690054830778348]"
R,N,"[0.26666666666666666, 0.04714045207910316, 0.23333333333333334, 0.3333333333333333, 3.0, 359.99999999999994, 1.2055845875055355, 3.9876735819901166, 6.781327546938091, 0.7353852034968131, 0.4979827526388858]"
F,/,"[0.23055555555555557, 0.01745806262496742, 0.2111111111111111, 0.25833333333333336, 4.0, 360.0, 0.39943924113509155, 2.20678692290745, 6.675147471379894, 0.716147650171441, 0.5643774739741219]"
+,N,"[0.28703703703703703, 0.07329450898949372, 0.2111111111111111, 0.3861111111111111, 3.0, 359.99999999999994, 1.2579707884099918, 5.026829674513108, 6.918009431082974, 0.6822543029587849, 0.5263306373978538]"
R,N,"[0.2638888888888889, 0.046536414344922464, 0.20833333333333334, 0.32222222222222224, 3.0, 359.99999999999994, 1.3528238439809177, 4.49287542262082, 6.588697079703371, 0.7223341566159664, 0.6034813967029451]"
R,N,"[0.3, 0.04999999999999999, 0.25, 0.35, 2.0, 360.00000000000006, 1.459584714758329, 5.490683583844778, 6.711626147893442, 0.6834415831973004, 0.45676661302142757]"
j,R,"[0.2740740740740741, 0.05819354208322471, 0.21388888888888888, 0.3527777777777778, 3.0, 360.00000000000006, 1.6019231864732875, 5.425509382716136, 6.546715300107637, 0.7149184368114422, 0.6052395382881037]"
j,R,"[0.29305555555555557, 0.08194444444444444, 0.2111111111111111, 0.375, 2.0, 360.00000000000006, 1.189706418175795, 3.766590884606167, 6.232515444288392, 0.7285003943027427, 0.6095316201179237]"
R,N,"[0.2652777777777778, 0.04583333333333334, 0.21944444444444444, 0.3111111111111111, 2.0, 360.0, 1.3080233402708774, 4.359645948105189, 6.51512146174505, 0.7173713866024668, 0.549992260520074]"
R,N,"[0.2638888888888889, 0.046536414344922464, 0.20833333333333334, 0.32222222222222224, 3.0, 360.0, 0.9248879176751768, 2.7037133430125726, 6.5877160079096, 0.7563808848705867, 0.554153225373969]"
j,R,"[0.26944444444444443, 0.049222347629637085, 0.23055555555555557, 0.3388888888888889, 3.0, 359.9999999999999, 1.395710366800507, 5.014986436087133, 6.51583197240036, 0.7083325377371124, 0.5512125825591545]"
R,N,"[0.28194444444444444, 0.048611111111111105, 0.23333333333333334, 0.33055555555555555, 2.0, 360.0, 0.6149008417272926, 1.806603542938059, 6.439450168271728, 0.7729966393185149, 0.6474529190539838]"
R,N,"[0.2638888888888889, 0.04327156090943674, 0.21388888888888888, 0.3194444444444444, 3.0, 360.00000000000006, 1.0389808458881769, 2.909796094883431, 6.37890164598061, 0.7507017217568972, 0.6669574023941579]"
R,N,"[0.26481481481481484, 0.04764696418618004, 0.20555555555555555, 0.32222222222222224, 3.0, 360.00000000000006, 1.077364119955401, 3.258872807718107, 6.504433774629122, 0.7431158277297173, 0.6099107769129246]"
R,N,"[0.26481481481481484, 0.045436459801427034, 0.2111111111111111, 0.32222222222222224, 3.0, 360.00000000000006, 1.085070910934587, 3.1962275575525485, 6.242411162007163, 0.7329510088451598, 0.605792547072026]"
+,V,"[0.2814814814814815, 0.0658254540265786, 0.2111111111111111, 0.36944444444444446, 3.0, 359.9999999999999, -0.4405368931306007, 1.1392385881710796, 5.354796019605637, 0.7337391075519073, 0.5872691556085955]"
V,/,"[0.22361111111111112, 0.010847568994314799, 0.20833333333333334, 0.2388888888888889, 4.0, 360.0, -0.05267239776594703, 1.5538101771198, 6.653902491287775, 0.7488814504328444, 0.5503924849778726]"
N,/,"[0.2712962962962963, 0.06112513868184819, 0.20555555555555555, 0.3527777777777778, 3.0, 360.00000000000006, 1.5489508844763338, 6.458993100743683, 7.552630942436701, 0.6513779546590228, 0.4731776434762504]"
N,/,"[0.2675925925925926, 0.05703282812753515, 0.21666666666666667, 0.3472222222222222, 3.0, 360.0, 1.4369625475097991, 7.100191561629819, 8.164007856890336, 0.6507047993787127, 0.4339274416373358]"
N,/,"[0.2675925925925926, 0.062457118348296495, 0.21666666666666667, 0.35555555555555557, 3.0, 360.0, 1.1989692284103857, 6.319603638107159, 7.923257596147847, 0.6301565066522186, 0.44493332685580433]"
~,N,"[0.2824074074074074, 0.004721314364437746, 0.2777777777777778, 0.28888888888888886, 3.0, 359.99999999999994, 2.3939254409177337, 11.268729728976767, 8.387747367281928, 0.5407006491809208, 0.2738606203019802]"
~,N,"[0.28703703703703703, 0.07598236384788384, 0.23055555555555557, 0.39444444444444443, 3.0, 359.99999999999994, 1.6036402779563683, 7.406677637129814, 7.8279657829082545, 0.6058642463447811, 0.3100202108993459]"
~,N,"[0.23148148148148148, 0.018191558059618973, 0.20833333333333334, 0.25277777777777777, 3.0, 360.0, 1.6647608087253474, 8.117210227707544, 7.8864773379004145, 0.6311570983036049, 0.3738513053710034]"
V,N,"[0.2611111111111111, 0.029658550700086977, 0.21944444444444444, 0.2861111111111111, 3.0, 360.0000000000001, 0.56693871449636, 2.977040445485555, 6.603332651693087, 0.6799131560238902, 0.4031040578480057]"
A,N,"[0.31666666666666665, 0.05555555555555555, 0.2611111111111111, 0.37222222222222223, 2.0, 360.0, 2.063680195053849, 8.840243950033924, 7.619153038984258, 0.6111469728274858, 0.3655587224560347]"
N,/,"[0.2722222222222222, 0.06215439424754968, 0.21388888888888888, 0.35833333333333334, 3.0, 359.99999999999994, 1.8322454807061284, 8.178961557087675, 8.098881217264982, 0.6407078334184378, 0.42452183510569447]"
A,/,"[0.2712962962962963, 0.06053318195807834, 0.20277777777777778, 0.35, 3.0, 360.0, 1.3957196310563231, 6.344217216860935, 7.507037149096132, 0.6536941518839181, 0.43474161426375885]"
N,/,"[0.26851851851851855, 0.05766073139607504, 0.225, 0.35, 3.0, 360.00000000000006, 1.2516582198108455, 7.276401675026788, 8.164659582280045, 0.6311335092656951, 0.427239315983431]"
N,/,"[0.26944444444444443, 0.05724289450397678, 0.2222222222222222, 0.35, 3.0, 360.0, 1.2881039953564362, 6.3520804190629985, 7.741650426835024, 0.6796194591219888, 0.46283311800733945]"
A,N,"[0.23472222222222222, 0.024961389938349204, 0.20833333333333334, 0.26944444444444443, 4.0, 359.9999999999999, 2.1519874087579836, 7.875475401197802, 6.819954736795068, 0.6670882046104931, 0.47000176740972316]"
~,L,"[0.24166666666666667, 0.012627946015727635, 0.225, 0.25555555555555554, 3.0, 360.0, 0.9378204843786986, 3.4161322685822624, 6.796318122359624, 0.7139496579858651, 0.4951153376470129]"
V,R,"[0.2435185185185185, 0.027436171092646393, 0.20555555555555555, 0.26944444444444443, 3.0, 359.99999999999994, -0.793731282214078, 2.61307452652909, 6.688211699345697, 0.6768949817020502, 0.3596696911427911]"
+,R,"[0.26388888888888884, 0.043744488188954496, 0.20277777777777778, 0.30277777777777776, 3.0, 360.0, -0.9626205345219707, 3.540784566985744, 6.6187563259469435, 0.6554799893273053, 0.33783364295211554]"
V,L,"[0.30370370370370375, 0.06790263747147815, 0.20833333333333334, 0.3611111111111111, 3.0, 360.0, -0.42418150994602327, 0.9705424470268365, 5.682303794370852, 0.7647616004525546, 0.5299680301267774]"
A,N,"[0.25925925925925924, 0.02889719728579117, 0.2361111111111111, 0.3, 3.0, 360.0, 2.1271218374092102, 9.198607945669526, 7.856592387757383, 0.6236316697587497, 0.3830518463937225]"
+,V,"[0.2712962962962963, 0.06019230727090742, 0.2, 0.3472222222222222, 3.0, 359.99999999999994, -0.461280327024492, -0.5122144908334136, 4.268366167459634, 0.8097414485115583, 0.6428805521921144]"
V,N,"[0.2564814814814815, 0.0466100479579749, 0.21944444444444444, 0.32222222222222224, 3.0, 360.0000000000001, -0.040692235487730544, 3.540199689448971, 7.259666870087472, 0.674530783594938, 0.4356977057708188]"
A,N,"[0.25092592592592594, 0.03687464398470346, 0.2, 0.2861111111111111, 3.0, 359.99999999999994, 1.1979520865153044, 5.488993326989014, 7.509922061966423, 0.7032308665356249, 0.5155329819312375]"
+,N,"[0.22685185185185186, 0.021073716068038963, 0.20555555555555555, 0.25555555555555554, 3.0, 360.0, 2.2684633180189486, 11.332069292151823, 7.814391617168247, 0.5616462323309589, 0.21323704273379976]"
j,N,"[0.25277777777777777, 0.01944444444444443, 0.23333333333333334, 0.2722222222222222, 2.0, 359.9999999999999, 2.2316661818753563, 8.485477992939806, 6.566469187580824, 0.641505639964724, 0.5285522819168884]"
j,N,"[0.22592592592592595, 0.02360657182218883, 0.20277777777777778, 0.25833333333333336, 3.0, 360.00000000000006, 2.7102130509602436, 11.303377046047212, 6.89298953574385, 0.63202759403171, 0.4858897280989831]"
x,N,"[0.23703703703703702, 0.013857990321384963, 0.2222222222222222, 0.25555555555555554, 3.0, 359.99999999999994, 3.491322013973207, 16.260038126122847, 7.660023649701957, 0.5210318591078399, 0.25009384089230335]"
a,V,"[0.31805555555555554, 0.0513888888888889, 0.26666666666666666, 0.36944444444444446, 2.0, 360.0, -0.008212234934016236, -0.33703664945493594, 4.38489874058735, 0.778550807224646, 0.6530378824633016]"
j,N,"[0.2333333333333333, 0.026739868663321575, 0.20555555555555555, 0.26944444444444443, 3.0, 360.0, 2.376633636327666, 9.146190271041958, 6.6132561534825935, 0.6583859231093797, 0.49503241953156063]"
A,N,"[0.2601851851851852, 0.028718634109760773, 0.23333333333333334, 0.3, 3.0, 360.00000000000006, 3.390582719934079, 14.91741941440494, 7.1796705645920404, 0.5801695402814715, 0.3366200709135645]"
j,N,"[0.25092592592592594, 0.022943540172896047, 0.23333333333333334, 0.2833333333333333, 3.0, 359.9999999999999, 2.0773454301272007, 7.416667412852949, 6.359474653698347, 0.6953728347875301, 0.5622792731214026]"
A,N,"[0.25, 0.01814436846506057, 0.22777777777777777, 0.2722222222222222, 3.0, 359.9999999999999, 3.010426026814176, 12.847280149416257, 7.243366097747843, 0.6098771373560766, 0.3511385574917686]"
x,N,"[0.23194444444444445, 0.02696734422076056, 0.2111111111111111, 0.2777777777777778, 4.0, 359.9999999999999, 3.4269246910858073, 15.875913913458966, 7.7106502655519655, 0.5226335675056719, 0.29755329617772297]"
x,N,"[0.2513888888888889, 0.018055555555555547, 0.23333333333333334, 0.26944444444444443, 2.0, 359.9999999999999, 3.2001553847657576, 14.387571617427163, 7.451277965278452, 0.5492814795787864, 0.300341740471295]"
x,N,"[0.28055555555555556, 0.01944444444444443, 0.2611111111111111, 0.3, 2.0, 360.0, 2.8791842020691036, 12.104201737206242, 7.32540165216832, 0.5678221393304861, 0.2896251362850809]"
+,N,"[0.23402777777777778, 0.026886750948063802, 0.20277777777777778, 0.26944444444444443, 4.0, 359.9999999999999, 1.4735815340173517, 7.6021643858368435, 7.671189628201418, 0.5713736640467152, 0.20985757407167888]"
+,N,"[0.31805555555555554, 0.03194444444444444, 0.2861111111111111, 0.35, 2.0, 360.0000000000001, 0.6127385545898181, 0.7625040910673655, 5.743280344902503, 0.8018076996900257, 0.7363546160979708]"
~,N,"[0.24074074074074073, 0.023277416833289866, 0.21666666666666667, 0.2722222222222222, 3.0, 360.0, 3.1284711714226243, 13.539100989158726, 7.358284905414068, 0.5726269323502717, 0.3881836693365048]"
A,/,"[0.24537037037037038, 0.03226157664848952, 0.2, 0.2722222222222222, 3.0, 360.00000000000006, 0.015642686518275176, 0.9361608589924497, 5.907168051395385, 0.7471444434825378, 0.5520973673717253]"
j,N,"[0.26111111111111107, 0.03888888888888889, 0.2222222222222222, 0.3, 2.0, 360.0, 1.8941042152334537, 6.375167696857314, 6.69899312894638, 0.7167403300738523, 0.6343713397114524]"
j,N,"[0.2569444444444444, 0.037500000000000006, 0.21944444444444444, 0.29444444444444445, 2.0, 360.0, 1.9440377514519709, 7.400325330915441, 6.512308548086507, 0.6694239066862371, 0.4826470721833512]"
A,N,"[0.2490740740740741, 0.0324206322222437, 0.20555555555555555, 0.2833333333333333, 3.0, 359.99999999999994, 2.5481991063107685, 10.350909203781992, 7.175493749185848, 0.6170005982340737, 0.4011851002048248]"
a,V,"[0.29537037037037034, 0.058983734476418456, 0.2222222222222222, 0.36666666666666664, 3.0, 359.99999999999994, -0.08967130247899811, -0.649186718952484, 4.167313610304439, 0.7986646357293833, 0.6991390394365602]"
A,N,"[0.26018518518518524, 0.03804192330402618, 0.23055555555555557, 0.3138888888888889, 3.0, 360.00000000000006, 0.8127377629128985, 2.1290123372277714, 6.432595724738326, 0.7139606501903848, 0.5361869162562869]"
a,V,"[0.2962962962962963, 0.07262470944862068, 0.20555555555555555, 0.38333333333333336, 3.0, 360.00000000000006, -0.10051087642354205, -0.7922311256472048, 4.0575729449119775, 0.8035614735085357, 0.787822747520345]"
a,N,"[0.2657407407407408, 0.044056952790260444, 0.21944444444444444, 0.325, 3.0, 360.00000000000006, 0.6323370154682395, 1.416771397071316, 6.36564249113359, 0.7683263889662123, 0.5888333904652047]"
a,N,"[0.23958333333333331, 0.0224274378638266, 0.20555555555555555, 0.2611111111111111, 4.0, 360.0, 1.8848647000929992, 6.098065226235855, 6.726909032823798, 0.6482430971655823, 0.34046605864184265]"
x,N,"[0.23703703703703705, 0.016718027856729434, 0.21388888888888888, 0.25277777777777777, 3.0, 359.99999999999994, 3.393179676728129, 15.100243635698796, 7.287783695576376, 0.5635986351262426, 0.313392018964604]"
x,N,"[0.2263888888888889, 0.021017702708918822, 0.20277777777777778, 0.25, 4.0, 359.99999999999994, 2.9687991915953633, 12.419270001844716, 7.172071578050267, 0.5824369613263851, 0.32332710091467565]"
x,N,"[0.2777777777777778, 0.022222222222222227, 0.25555555555555554, 0.3, 2.0, 359.9999999999999, 3.000757661358156, 12.657747294316398, 7.407864076176815, 0.551553819917425, 0.3244853646892455]"
a,N,"[0.24537037037037038, 0.022260769037354286, 0.21388888888888888, 0.2611111111111111, 3.0, 360.0, 2.1272728571079655, 8.532379780566753, 7.757599400630436, 0.6369985916262811, 0.3824807544493654]"
x,N,"[0.23402777777777778, 0.034715277083194405, 0.2, 0.2833333333333333, 4.0, 359.99999999999983, 3.3596279889014085, 14.578018203711789, 7.316379105002666, 0.5545858587058691, 0.27737638300664447]"
a,V,"[0.27777777777777773, 0.04653641434492245, 0.21944444444444444, 0.3333333333333333, 3.0, 360.0, 0.3522494526018284, -0.04257666670703575, 4.731115271038933, 0.7864377429104916, 0.6778223275532426]"
x,N,"[0.2555555555555556, 0.031994726931798154, 0.21388888888888888, 0.2916666666666667, 3.0, 359.99999999999994, 3.0391039457470006, 12.739942056248056, 7.208942722339346, 0.5665988679281485, 0.3352704346519153]"
x,N,"[0.25, 0.036500746934124105, 0.2, 0.2861111111111111, 3.0, 359.9999999999999, 2.762971980807518, 10.562592318881258, 6.600794998727704, 0.6057833506368225, 0.35210540557747655]"
A,N,"[0.25555555555555554, 0.011111111111111113, 0.24444444444444444, 0.26666666666666666, 2.0, 360.00000000000006, 1.9664772341826346, 8.369602737651558, 8.183015175363064, 0.6534359525813295, 0.4354157769482639]"
x,N,"[0.22916666666666669, 0.02173954978124796, 0.2, 0.25833333333333336, 4.0, 359.99999999999983, 3.1675021771179352, 13.617096340515676, 7.369147927631104, 0.5664017372538295, 0.2610829193643629]"
x,N,"[0.23333333333333334, 0.031610574102058454, 0.2, 0.275, 4.0, 360.00000000000006, 3.312141025045942, 13.772273251617381, 6.9743752950804225, 0.5583010041683921, 0.295233563196015]"
A,N,"[0.24166666666666667, 0.02041241452319316, 0.20833333333333334, 0.25833333333333336, 4.0, 360.0, 1.7316551234409814, 6.943018634804201, 7.758380882123005, 0.6524586267050255, 0.36897954539250755]"
x,N,"[0.24629629629629632, 0.01671802785672942, 0.23055555555555557, 0.26944444444444443, 3.0, 359.9999999999999, 2.9717879408800005, 13.107489034946173, 7.5091348045474655, 0.5427181384898693, 0.2460273300021526]"
x,N,"[0.24629629629629632, 0.02382348209309002, 0.21666666666666667, 0.275, 3.0, 360.00000000000006, 2.8109947310766805, 10.9982224556781, 7.053037700676894, 0.5887243482105597, 0.336010430157237]"
x,N,"[0.24259259259259258, 0.020454372254050477, 0.21666666666666667, 0.26666666666666666, 3.0, 359.99999999999994, 3.12765100067996, 13.441747787446886, 7.133887137590024, 0.5538792412213337, 0.2911502160342031]"
x,N,"[0.22962962962962963, 0.02403843515879106, 0.20277777777777778, 0.2611111111111111, 3.0, 360.0, 3.5104363271443573, 16.409097471836258, 7.754781007930558, 0.5131467403728968, 0.2462881569421165]"
x,N,"[0.2305555555555556, 0.02078698548207746, 0.20833333333333334, 0.25833333333333336, 3.0, 360.0, 3.2026725847470963, 14.43003513835076, 7.256541717968588, 0.5503731493005921, 0.2883498181771958]"
x,N,"[0.24537037037037038, 0.04159458786151148, 0.20555555555555555, 0.30277777777777776, 3.0, 360.00000000000006, 3.440322140468348, 16.50656358442483, 8.029543951142848, 0.5100980285905545, 0.2183237420388277]"
x,N,"[0.2361111111111111, 0.03540985773328323, 0.2, 0.28055555555555556, 4.0, 360.0, 2.9377403708681022, 11.876936964315014, 7.21946077277183, 0.5729113348170493, 0.2959804035823477]"
j,N,"[0.24861111111111112, 0.02083333333333333, 0.22777777777777777, 0.26944444444444443, 2.0, 359.99999999999994, 2.897479087293894, 13.374235070720488, 7.477709334574552, 0.5486302174551906, 0.23497703000222947]"
j,N,"[0.23796296296296296, 0.026090745932602535, 0.20555555555555555, 0.26944444444444443, 3.0, 360.0, 3.1300077788461924, 14.507662872987606, 7.306272249241571, 0.5962590089320238, 0.4455461143418402]"
a,N,"[0.2648148148148148, 0.03864562361983185, 0.2361111111111111, 0.3194444444444444, 3.0, 360.0, 1.4097944319116926, 4.1422963749464605, 6.598745352117015, 0.7021636324330084, 0.4504836942713851]"
a,N,"[0.24097222222222223, 0.023519019752605695, 0.21666666666666667, 0.2777777777777778, 4.0, 360.0, 1.718472326542206, 6.419991829144999, 7.13077809511975, 0.6820472909742834, 0.439313143686828]"
A,N,"[0.23819444444444443, 0.02172845534328058, 0.20555555555555555, 0.2638888888888889, 4.0, 359.99999999999994, 1.8850065247379872, 5.229394923954594, 6.120868021092847, 0.7115547504017327, 0.5042299877689262]"
A,N,"[0.24814814814814815, 0.013671132463179072, 0.23055555555555557, 0.2638888888888889, 3.0, 360.0, 2.346334776610378, 9.638451350429813, 7.217536472400179, 0.6026479938441407, 0.33149808551501325]"
A,N,"[0.24305555555555558, 0.013958160584890128, 0.22777777777777777, 0.2638888888888889, 4.0, 360.0, 2.094840281114778, 6.889430743535197, 6.348486131037741, 0.5905036616520545, 0.2619184771757706]"
+,N,"[0.23425925925925925, 0.015438270370863942, 0.21944444444444444, 0.25555555555555554, 3.0, 359.9999999999999, 2.3275759534278664, 11.323653600193435, 7.353880056773288, 0.5154198984540658, 0.166085853675167]"
A,N,"[0.2263888888888889, 0.013958160584890127, 0.20833333333333334, 0.24722222222222223, 4.0, 359.99999999999994, 2.171120392512255, 6.077803150381024, 5.8137136198632575, 0.5714350273472508, 0.1990081548292226]"
a,V,"[0.36250000000000004, 0.037500000000000006, 0.325, 0.4, 2.0, 360.0, 0.08587246801149055, -0.014620160405695692, 4.62809161676928, 0.7742990316593057, 0.5623931948171235]"
