x,y,label
-17.888641,56.514313,L
-22.452961,54.013542,L
4.6140733,100.37309,L
-21.227047,57.583797,L
-23.54057,58.972237,L
-23.187794,58.647785,L
5.4976163,114.39188,L
-16.491167,60.97556,L
-22.595407,52.803585,L
-15.84181,54.549458,L
-18.411865,53.375244,L
4.8497033,97.27688,L
-20.093552,57.87226,L
-26.354877,51.10095,L
-24.290264,52.513817,L
4.319487,107.93312,L
6.6278877,114.95385,L
-18.216772,56.451164,L
-20.77015,54.44555,L
-21.99897,54.421505,L
-14.643946,62.25046,L
-22.213333,59.945484,L
-25.374159,57.90052,L
-28.96104,50.07024,L
2.580712,103.63606,L
-14.159813,61.032444,L
-27.497871,53.379448,L
-22.02101,54.607708,L
-28.33939,50.874966,L
-22.091957,56.286198,L
-0.8700538,96.47939,L
-23.06839,61.28039,L
-27.638916,52.961864,L
12.584432,108.819664,L
12.189771,104.8969,L
-22.724367,54.00204,L
-14.081151,59.190365,L
-29.09551,48.689545,L
-29.590748,48.36666,L
-25.429258,57.996708,L
0.09130703,98.26893,L
-20.462732,53.95568,L
12.826719,110.09119,L
12.183591,105.06103,L
-19.429543,56.627857,L
4.8977466,97.24485,L
-28.973492,48.965153,L
-24.308004,52.92914,L
-22.3081,61.781467,L
-0.2958799,104.83798,L
3.8894706,97.23958,L
13.002717,109.136,L
-22.72536,52.833893,L
-30.747217,50.090416,L
-26.11939,53.608185,L
-26.804682,56.64829,L
-28.631699,52.46225,L
0.16885577,98.25701,L
1.8046814,105.74874,L
-15.442692,61.15524,L
5.583502,96.48382,L
-22.071205,53.340763,L
-25.17832,57.914707,L
-22.076382,59.869637,L
-21.131708,62.22052,L
2.8974178,95.04384,L
2.7230208,98.98574,L
12.414996,107.17281,L
-12.652232,58.9812,L
12.90526,109.43818,L
1.4185225,96.485634,L
-1.3589175,97.34388,L
-0.21320455,105.00156,L
3.517385,115.690475,L
8.810366,121.720955,L
12.940822,108.990326,L
12.386631,107.41212,L
3.0411875,95.23113,L
12.417714,106.63417,L
2.8021338,102.79995,L
1.0342299,108.79404,L
-0.5528778,104.560265,L
3.8395941,116.29895,L
3.0745943,101.94073,L
4.395452,101.68783,L
-17.839561,56.373127,L
-22.061142,56.99331,L
-17.826767,57.926678,L
0.36088464,107.47313,L
0.7690357,107.92941,L
-0.26836067,96.89162,L
-19.497467,54.943935,L
-20.43774,52.164623,L
-17.48577,56.67242,L
-20.700407,57.844723,L
1.2407298,95.12755,L
-27.042408,53.24289,L
3.6155536,115.880516,L
3.063408,112.42646,L
-21.874569,58.167088,L
-14.173142,59.19772,L
-33.630184,47.11524,L
-17.380524,56.200912,L
-18.447775,61.664043,L
-0.32416755,104.89783,L
-19.099905,60.538376,L
1.0877384,95.73646,L
0.9517666,97.90474,L
-26.557587,56.428448,L
-17.29082,56.94356,L
-17.761326,56.4822,L
-16.774317,57.531883,L
-18.401134,61.545258,L
-1.4499578,96.71898,L
-18.773832,61.54417,L
11.876093,124.37566,L
3.0852122,94.99596,L
-21.455751,57.540413,L
-15.058535,60.089508,L
-64.35358,-27.639269,V
-38.77349,25.026793,L
-22.979197,57.20534,L
-2.1194835,93.941284,L
-26.120197,56.537018,L
6.6274843,118.141556,L
7.863802,119.048294,L
6.6513915,114.416176,L
13.443264,113.74352,L
-17.718218,56.877678,L
4.9825644,106.76851,L
-2.4268074,94.98773,L
-21.157103,62.317043,L
3.1014185,97.833275,L
10.66528,121.4155,L
6.632305,112.303345,L
6.9742393,107.07003,L
13.437539,114.11368,L
4.102775,96.966644,L
3.353492,103.13648,L
-3.2077572,94.51571,L
-1.3852103,97.08588,L
2.2868438,96.24623,L
2.7768292,102.96782,L
12.071698,124.13298,L
3.5534668,109.95075,L
7.9697847,118.701164,L
2.5927224,102.952675,L
-16.913166,61.770237,L
-30.458742,52.823227,L
-26.788195,57.359703,L
-21.972267,56.973446,L
4.599207,115.93707,L
5.8979115,111.99332,L
2.409886,108.33967,L
5.420025,116.19479,L
5.3475776,108.12347,L
-25.016022,53.092926,L
-25.538307,57.74517,L
-20.665985,62.587555,L
5.915052,107.18033,L
13.2623825,112.69969,L
13.289888,112.92187,L
4.59746,109.2717,L
6.066566,115.48226,L
-17.250076,61.258762,L
-13.841838,60.064777,L
-25.435028,52.8857,L
-21.094883,59.971424,L
-14.795133,58.942104,L
7.642051,113.21149,L
-116.83443,-42.111588,V
-39.20028,23.35025,L
-70.170746,-44.823883,L
-35.334267,50.805332,L
-28.992308,51.382072,L
-33.008015,47.953922,L
-32.02524,48.62751,L
-28.479624,50.624626,L
-16.801714,58.09943,L
-30.794212,49.342907,L
-65.534195,-44.166706,L
-66.13232,-41.364525,L
-33.880783,42.662113,L
-32.029476,51.036,L
-32.980583,46.31117,L
-25.554728,54.285313,L
-27.772194,52.967777,L
-22.027136,54.489403,L
-31.773283,50.397728,L
-67.35646,-39.95563,L
-33.638233,42.424168,L
-32.528717,49.40092,L
-30.502909,51.527523,L
-67.57924,-41.259594,L
-65.51928,-44.460308,L
-66.51955,-43.54416,L
-65.8339,-43.504707,L
-65.57501,-40.08026,L
-69.15562,-59.04564,L
-66.01502,-59.78502,L
-89.48398,12.355932,L
-86.10755,12.704749,L
-65.774666,-65.664665,L
-67.632355,-64.736275,L
-71.26784,-56.43948,L
-68.571655,-42.01816,L
-70.2899,-44.59439,L
-67.565834,-41.383106,L
-69.91407,-55.354088,L
-65.63056,-45.82991,L
-65.471146,-45.583416,L
-67.211174,-42.297882,L
-67.55975,-41.498333,L
-67.27693,-41.660465,L
-66.22588,-44.213997,L
-66.66628,-42.710487,L
-67.32382,-40.25773,L
-32.32625,48.9317,L
-66.50893,-42.424446,L
-65.94981,-44.286358,L
-67.45308,-41.288036,L
-67.01363,-41.642998,L
-25.465017,56.407906,L
3.6053977,104.84763,L
-20.909986,62.476826,L
-32.34393,48.94374,L
-33.52226,42.048332,L
-65.62961,-40.265846,L
-25.419275,47.687355,L
-26.30466,57.889835,L
4.1642294,107.78547,L
-20.95157,54.980618,L
-27.584845,50.944798,L
-65.69066,-40.272774,L
-31.23084,45.28899,L
-26.513153,51.14094,L
2.714822,99.38413,L
2.6879907,107.371925,L
-20.215672,56.131966,L
7.418166,107.08724,L
5.548298,98.68151,L
6.051727,108.04891,L
-19.439707,61.159702,L
1.5357419,109.85658,L
8.6129265,119.327156,L
14.356601,125.7901,L
7.260364,119.81177,L
13.710785,119.3041,L
12.5163965,122.48769,L
13.4296,113.390465,L
14.2183075,123.986595,L
7.464512,115.885284,L
7.155378,101.05538,L
13.078963,112.63217,L
-76.611786,-97.94394,V
-19.482307,-5.7246833,L
12.073157,104.096985,L
12.358935,105.561104,L
2.189784,105.70919,L
9.804442,123.26949,L
0.8374063,96.7378,L
-32.318104,47.863285,L
-24.800907,51.657215,L
-15.30932,62.01749,L
-19.764124,58.872066,L
-15.2444,60.38563,L
-27.659983,51.271393,L
-1.419689,94.647156,L
6.242996,118.31644,L
10.129038,123.45264,L
-15.662545,59.249584,L
12.190558,103.97764,L
7.9596014,114.460075,L
4.576364,100.87137,L
5.504407,108.69053,L
-27.861198,53.005978,L
-14.928512,60.93084,L
1.17226,108.39007,L
5.6703916,118.50077,L
12.357116,105.510345,L
13.793501,119.94702,L
13.989118,121.23114,L
12.051779,122.38237,L
7.370917,120.07475,L
5.93424,114.41713,L
6.849853,119.61581,L
4.42927,109.20039,L
8.037683,120.23122,L
12.823038,110.19022,L
13.6656,119.370575,L
14.661319,126.19413,L
13.96202,125.23634,L
14.485487,125.93416,L
14.250607,124.66008,L
14.685426,126.2188,L
14.254248,124.56062,L
13.712123,119.61706,L
13.020192,111.98015,L
12.490995,108.2203,L
5.9965315,115.33293,L
1.463031,105.695656,L
3.6035953,102.999504,L
10.762027,120.35571,L
13.4687195,114.42517,L
13.606464,120.701935,L
12.892533,112.78794,L
14.153358,123.270256,L
6.8493505,107.196236,L
-13.852209,61.74514,L
11.514127,104.6611,L
-20.924458,51.21256,L
-15.049924,55.136642,L
5.9325743,108.15329,L
1.6803082,95.88359,L
-15.388389,60.98306,L
4.3673997,116.10732,L
-5.6982665,101.0866,L
-26.421072,56.59065,L
-18.860743,58.450287,L
-19.292362,58.278637,L
4.618183,96.21585,L
4.4853544,96.05417,L
5.552742,112.24992,L
3.437632,105.34004,L
10.167215,121.11853,L
2.3007126,107.191864,L
-32.907516,47.158417,L
-27.846783,50.675133,L
-31.021914,47.632763,L
-21.78658,55.57398,L
-23.981558,55.752045,L
-26.377502,57.652855,L
-45.65879,-81.6922,~
-31.218813,50.312775,L
-66.63528,-40.17181,L
-68.24523,-67.7254,L
-64.38421,-58.9796,L
-66.58605,-60.16373,L
-64.44953,-45.02728,L
-64.4249,-45.21845,L
-64.982605,-42.835926,L
-64.743935,-57.16315,L
-66.11429,-42.509647,L
-34.23234,55.02601,L
-63.321426,-44.23218,L
-64.56096,-45.125637,L
-70.16826,-44.665092,L
-71.393196,-47.720177,L
-67.26299,-45.090508,L
-75.4323,-67.54517,L
-67.55272,-41.202118,L
-69.75846,-54.738903,L
-66.31172,-65.75318,L
-70.61799,-45.219658,L
-41.645916,-67.46384,~
-41.279377,-116.67613,L
-80.6653,-79.353775,L
-79.62822,-67.807846,L
-73.01097,-58.060226,L
-67.168976,-58.429848,L
-77.991936,-73.102264,L
-64.39638,-68.48247,L
-64.680435,-70.314476,L
-65.37139,-70.33905,L
-67.360016,-58.3257,L
-63.789543,-45.16826,L
-65.020164,-42.363953,L
-65.03226,-42.69314,L
-65.0132,-41.71107,L
-64.98915,-42.20608,L
-65.16172,-41.678753,L
-65.37645,-40.53919,L
-32.058002,42.920647,L
-31.799377,38.134724,L
-21.38494,45.246643,L
-24.002504,42.61582,L
-29.54076,39.01696,L
-25.097351,41.011383,L
-30.155598,38.40574,L
-28.690697,39.524685,L
-32.01051,37.928696,L
-26.399853,41.88746,L
-30.247063,38.250355,L
-22.895964,43.855145,L
-21.530699,45.226944,L
-22.622684,44.23394,L
-20.934122,45.846306,L
-24.85962,41.521797,L
-24.56494,41.76884,L
-28.875383,39.555294,L
-31.879179,39.266533,L
-29.804321,38.34673,L
-25.0562,41.2902,L
-81.23175,-79.592125,V
-45.05971,23.583363,L
-23.98214,46.187504,L
-23.803034,43.26886,L
-22.85482,43.66296,L
-31.038837,38.969437,L
-64.85679,-41.261482,L
-24.14282,42.625767,L
-29.61015,39.595295,L
-32.99061,46.133926,L
-33.965755,42.64255,L
-33.743263,42.472607,L
-32.293865,43.497635,L
-77.18849,-98.01664,V
-57.397358,34.07199,L
-65.23731,-41.710663,L
-56.198467,36.34199,L
-29.716457,39.663914,L
-26.615152,41.107998,L
-65.41624,-40.93641,L
-33.253563,41.054066,L
-31.991995,37.81685,L
-23.915438,43.55968,L
-26.902472,39.765728,L
-30.965527,37.861618,L
-26.251604,40.09059,L
-26.391632,40.0724,L
-65.09298,-40.786865,L
-31.872765,37.57268,L
-64.89676,-41.565033,L
-30.994503,39.06281,L
-31.062342,38.988075,L
-26.296068,40.298065,L
-30.660261,38.15131,L
-20.33394,46.51216,L
-22.4278,44.189762,L
-31.500668,38.956757,L
-28.791952,39.40948,L
-31.733585,38.286312,L
-26.887207,40.26455,L
-27.08529,39.66963,L
-28.661688,39.37718,L
-27.192644,39.456005,L
-22.26926,44.609238,L
-20.267788,46.5619,L
-22.218208,44.708725,L
-22.139013,44.758865,L
-23.89317,42.651142,L
-27.18587,38.380157,L
-26.425007,39.955116,L
-26.933079,39.5851,L
-26.764467,39.702618,L
-28.84614,39.68809,L
-22.543503,44.670418,L
-26.360174,40.391685,L
-25.782698,40.628693,L
-27.335722,38.332973,L
-41.091827,25.929976,L
-25.475426,40.67055,L
-30.592566,38.493668,L
-44.313198,-125.218475,V
-55.184013,27.864664,L
-64.819374,-40.772083,L
-31.214443,37.75256,L
-31.013592,38.707287,L
-26.82082,39.87739,L
-22.359808,44.597046,L
-22.480047,44.59027,L
-28.943558,39.61799,L
-24.771334,42.101654,L
-29.292257,39.463398,L
-65.053734,-41.5888,L
-31.476862,37.74333,L
-31.242128,39.17952,L
-30.771822,38.27449,L
-26.329489,41.503517,L
-24.63522,42.839653,L
-31.409063,39.21707,L
-21.44867,45.26142,L
-28.021492,39.486362,L
-31.710032,37.543224,L
-26.942812,39.559216,L
-28.718214,38.630444,L
-30.245491,38.297844,L
-65.23968,-40.538322,L
-28.535063,43.671715,L
-29.586344,39.43898,L
-28.498695,39.253586,L
-76.09412,-98.52161,V
-55.3723,36.443665,L
-25.089203,42.4386,L
-27.48236,38.270203,L
-28.675196,39.15185,L
-65.073845,-41.730106,L
-32.08281,39.84818,L
-30.593204,38.354927,L
-26.901215,39.766235,L
-25.22055,40.8959,L
-26.061928,40.382683,L
8.922722,100.875824,L
-22.090366,44.536842,L
-24.305372,42.557274,L
-31.267778,38.96625,L
-32.10072,39.736595,L
-30.602953,38.138832,L
-117.97538,10.821867,V
-55.74686,36.52254,L
-29.699543,39.63777,L
-24.259924,42.674103,L
-26.198421,40.963207,L
-23.172369,43.774982,L
-24.768919,42.568134,L
-26.530394,40.195324,L
-28.37638,38.670647,L
-30.069643,38.23408,L
-31.72887,37.59605,L
-29.719662,38.45109,L
-31.722809,37.66099,L
-24.530865,42.325222,L
-28.882711,39.264843,L
-24.056465,42.72371,L
-28.370148,38.78791,L
8.956804,100.864746,L
-20.517757,46.28116,L
-22.274847,44.982143,L
-22.361572,45.205822,L
-24.327126,42.639187,L
-20.957037,45.80577,L
-26.482998,39.911667,L
-26.594316,39.92013,L
-28.533283,38.60628,L
-26.561853,40.260426,L
-26.7078,42.95645,L
-28.099703,39.64525,L
-31.63743,39.10854,L
-28.30861,39.3439,L
-25.661613,41.109676,L
-20.919813,45.844727,L
-30.523237,38.13413,L
-22.154453,44.544422,L
-20.326612,46.497765,L
-22.452345,44.69808,L
-22.663265,44.318756,L
-25.248957,40.899887,L
-28.451447,38.655655,L
-24.25784,42.495796,L
-25.533628,41.157806,L
-28.66001,38.8176,L
-28.055328,39.854527,L
-24.382027,47.176697,L
-26.589626,42.909138,L
-29.617268,39.764454,L
-27.693247,39.650955,L
-22.91699,44.01245,L
-24.218536,42.49439,L
-28.530357,39.270237,L
-25.529541,40.64188,L
-29.18525,39.588593,L
-32.155205,39.760998,L
-29.289404,39.4241,L
-31.822653,37.6745,L
-31.576574,37.603134,L
-21.456673,45.140587,L
-21.697857,44.799046,L
-26.39534,40.078518,L
-22.352846,44.54485,L
-26.176195,41.25312,L
-31.215319,39.264595,L
-28.398245,38.96,L
-31.687384,37.479797,L
-30.102942,38.187252,L
-27.10189,39.8643,L
-23.291313,43.876595,L
-26.27639,40.33312,L
-22.713713,44.391758,L
-22.391134,44.74606,L
-22.774147,44.28898,L
-20.691137,46.079426,L
-26.892744,39.528698,L
-25.29667,40.748596,L
-25.493,40.55598,L
-26.368921,41.74756,L
-24.3788,42.57254,L
-26.469625,41.11656,L
-25.526207,42.80348,L
-26.592173,40.221844,L
-24.257948,42.48095,L
-20.809074,45.935623,L
-20.904432,45.86345,L
-20.824648,45.96132,L
-23.831474,43.12512,L
-22.693266,43.778206,L
-25.07871,42.270226,L
-63.65038,-25.907833,V
-55.764175,36.263264,L
-30.601362,38.443302,L
-26.891848,39.65694,L
-24.943901,43.677246,L
-22.550112,45.095016,L
-29.596792,39.70795,L
-22.166458,44.87834,L
-24.789454,42.407745,L
-30.782816,38.29632,L
-28.387651,39.138615,L
-31.616463,37.715748,L
-26.539743,40.36936,L
-27.359976,43.030167,L
-24.602522,43.293697,L
-26.363422,40.305386,L
-20.502552,46.298637,L
8.963813,100.85631,L
-22.38471,44.207508,L
-21.304766,45.354008,L
-21.263044,45.447903,L
-21.475014,45.105667,L
-23.550129,43.451283,L
-26.716578,40.47306,L
-27.875143,39.02896,L
-21.318165,45.300514,L
8.940946,100.869576,L
-22.113493,44.501205,L
-21.626371,45.229595,L
-20.835815,45.937096,L
8.350462,101.193306,L
-12.36389,-18.873577,L
-22.89011,43.902615,L
-18.45293,57.25084,L
-29.179333,49.86709,L
-66.22941,-41.219555,L
-65.90351,-42.476086,L
-66.22208,-43.045216,L
-16.734957,-34.521282,L
-71.822136,-99.94782,L
-78.54749,-79.91838,L
-73.08011,-57.958496,L
-66.894295,-56.86476,L
-67.93513,-57.900204,L
-65.65068,-41.423878,L
-63.253906,-45.174923,L
-65.02046,-57.870693,L
-62.363464,-45.360817,L
-63.894417,-45.092968,L
-65.159096,-43.165054,L
-65.257225,-43.5183,L
-65.02795,-42.434834,L
-32.018543,39.65052,L
-33.296303,41.964123,L
-33.31404,40.701077,L
-33.351707,41.71103,L
-65.375854,-41.671814,L
-64.8138,-40.735023,L
-65.1681,-40.77299,L
-26.413748,41.53239,L
-30.183681,38.3131,L
-20.974403,45.811634,L
-20.354752,46.468975,L
-22.174545,45.488655,L
8.3217535,101.31468,L
-20.867443,45.909794,L
-72.73216,-99.923195,V
-41.15606,25.82667,L
-21.119444,45.64799,L
-41.029636,25.816856,L
5.02645,80.57885,L
-56.868176,74.813705,L
-1.9874237,3.062152,L
-14.289454,84.49567,L
-51.10236,8.056992,L
0.10158965,-3.995447,L
8.038488,79.674,L
13.660139,-61.180122,L
-34.990147,10.817228,L
-5.599782,0.696628,L
-17.279078,5.1525526,L
-56.216576,75.256195,L
-4.0721807,-5.2695403,L
-8.463513,83.89771,L
-33.883522,3.6137564,L
-54.952583,11.927983,L
-26.306402,-25.869259,L
-32.386105,83.1692,L
-30.367369,8.01854,L
-35.27636,84.784386,L
-39.490223,74.59561,L
-8.440259,84.13353,L
-20.703804,84.55047,L
-28.628084,83.11527,L
-44.084286,79.615746,L
-29.63291,8.100235,L
-53.272484,9.152894,L
-10.438022,79.47174,L
-20.149258,-1.1605313,L
-36.801598,77.67035,L
-29.559385,8.819848,L
-41.92228,5.0749135,L
-10.907492,-4.168983,L
1.2431916,82.319374,L
4.38397,80.226776,L
7.159439,-2.7203658,L
-1.4789397,-14.667808,L
-2.3022363,2.6212208,L
-33.25563,4.5859613,L
-2.7919314,-15.397981,L
8.320384,79.68283,L
-2.5297873,-7.8036337,L
-20.716711,84.19972,L
-13.669302,-3.3258228,L
-13.999449,84.947525,L
-44.392303,80.54024,L
-9.297513,5.325784,L
-19.526962,-1.5879376,L
-70.67596,8.395636,L
14.19044,79.41125,L
-13.8630905,79.28316,L
-35.97349,-31.483986,L
-12.306124,5.6333303,L
-34.25136,6.7057633,L
-5.0500255,83.90154,L
-51.718613,71.975555,L
-24.510561,78.25302,L
-89.40359,5.2552447,L
-94.168205,-45.026905,L
-39.355633,13.3375635,L
-30.31787,18.493742,L
-65.38888,73.58756,L
-5.161402,85.89585,L
6.4928885,82.925514,L
-13.448187,9.598275,L
-10.239172,6.000123,L
-97.016396,52.629147,L
-56.791443,9.573224,L
-88.82276,-10.698714,L
-62.20373,9.427035,L
-51.817738,72.0863,L
-35.22974,-36.935238,L
-28.86284,-4.367238,L
-14.956021,80.325584,L
-47.124237,78.49236,L
1.6053172,82.663475,L
-4.545774,85.99662,L
-23.775509,6.723023,L
-4.078086,85.908966,L
-31.507591,79.967995,L
-73.81585,81.466125,L
-0.8569971,-4.756173,L
-13.763401,5.5538926,L
-51.766865,15.426378,L
-66.505005,79.06408,L
-16.259216,-2.8432233,L
-37.107624,80.70812,L
-73.69893,70.42744,L
1.3797821,-6.920638,L
1.7427335,83.169785,L
4.2798834,6.537471,L
-23.072311,93.20258,L
-25.30767,91.81873,L
-31.949152,3.4454732,L
-44.3546,18.041447,L
18.900505,-9.479236,L
4.6253896,6.4716506,L
-11.7912,80.75512,L
-82.8638,-6.358626,L
-36.774704,4.075981,L
-42.192486,12.569568,L
-77.29518,-7.5999494,L
-69.40481,82.16552,L
-99.454575,55.928543,L
-97.06551,66.42088,L
-65.29662,87.24329,L
-0.91309553,2.5677912,L
-25.191917,-13.201087,L
-88.299095,-12.138841,L
-58.351025,-1.7931832,L
-51.735195,72.05764,L
-51.775875,71.916176,L
-52.423195,73.19922,L
-80.4763,77.53828,L
-52.578873,73.27812,L
-34.40277,4.2377996,L
-28.041538,85.19536,L
-56.297337,74.68456,L
-35.43002,7.57211,L
-101.29399,56.89015,L
-100.77731,56.44314,L
-55.53193,75.24253,L
-82.351524,-6.547111,L
-61.45982,72.24204,L
-81.52919,0.7588201,L
-77.05036,5.3862324,L
-76.54518,75.068146,L
-52.573597,73.102036,L
-49.619083,22.926908,L
-98.13057,51.824963,L
-29.101025,-9.014495,L
-14.454931,79.49705,L
-68.81155,71.728935,L
-23.8132,-5.485082,L
-19.261776,81.54943,L
-26.134403,9.680528,L
-42.32734,82.46967,L
-58.446423,74.67418,L
-14.98962,-3.8979323,L
-33.22952,4.532416,L
-46.477726,11.4552355,L
-71.37726,69.45722,L
-38.663082,78.60571,L
-13.610579,89.93317,L
-35.580303,90.717155,L
-42.927914,82.11515,L
-5.4482703,-57.53523,L
-25.94109,-25.986063,L
-35.815704,90.42635,L
-30.023474,89.073715,L
-36.645832,76.71061,L
-87.050446,-14.96301,L
-57.188103,9.590893,L
-61.14521,72.52858,L
-68.188126,77.495605,L
-52.210964,70.33728,L
-48.37982,76.96449,L
-6.5193653,86.065,L
-28.681952,17.469297,L
-45.626465,83.94497,L
-47.964447,5.354685,L
-57.803947,85.35735,L
-15.012692,78.54153,L
-6.7016997,-5.911646,L
-31.651447,81.08037,L
-31.225899,-14.060993,L
-47.95479,-46.563923,L
-51.77769,73.00233,L
-58.05382,74.595345,L
-77.09128,75.939766,L
-88.441734,-22.789112,L
-77.81661,70.97507,L
-22.379484,75.941284,L
-47.316788,6.7451253,L
-38.396896,-37.428776,L
-59.545788,-1.2056386,L
-13.8197,79.19102,L
-23.037611,82.46775,L
-20.998846,84.74736,L
-44.756214,11.49113,L
-76.9547,2.5729675,L
-47.6908,7.9455156,L
-73.92461,70.527725,L
-18.106,-14.384487,L
-30.606415,78.3964,L
-6.557274,85.808624,L
-5.4677563,85.93053,L
-19.995731,13.945199,L
-81.384445,-4.4730496,L
-45.669643,81.78252,L
-56.38024,15.178702,~
-42.558235,67.331375,L
-46.12522,81.74351,L
-38.46796,79.49411,L
-19.592896,21.760038,L
-72.94468,33.164936,~
-104.01839,45.073013,L
-30.87022,86.80005,L
-24.107971,85.5685,L
-50.840023,73.64296,L
-28.623257,8.628,L
-31.465672,79.94362,L
-36.89857,81.6346,L
-15.222562,79.288925,L
-55.721687,8.188916,L
-102.14951,56.84645,L
-100.50616,52.754154,L
-80.85261,19.145514,L
-73.10588,75.857925,L
-40.592464,74.09734,L
-68.97933,71.887566,L
-46.122974,6.4397736,L
-72.1161,72.80073,L
-94.70427,-44.952877,L
-31.186243,-96.8942,~
-19.15537,78.99547,L
-72.54213,8.09665,L
-100.80905,52.58797,L
-107.78868,40.798454,L
-111.484406,32.16828,L
-113.25133,-38.93742,~
-106.95885,41.682354,L
-51.75614,76.24214,L
-26.008358,-3.2651546,L
-30.883978,86.9078,L
-71.90541,-2.4851751,L
-90.0893,-48.68648,L
-30.405088,-29.275751,L
-23.645838,-5.6846647,L
-24.613169,82.66525,L
-13.66996,88.709145,L
-21.117887,12.670813,L
-95.564,52.527332,L
-95.90941,53.409527,L
-51.51123,75.13286,L
-51.0719,73.01092,L
-52.976814,70.02809,L
-66.89608,74.588165,L
-79.39774,-4.6768284,L
-75.370995,4.164352,L
-71.70188,-2.4570994,L
-56.53936,10.6002445,L
-63.591873,89.81655,L
-64.99616,87.23767,L
-4.605105,84.100395,L
-51.45203,8.569276,L
-74.20927,73.31195,L
-95.78981,-34.940014,L
-69.21144,73.162315,L
-46.47351,-44.70677,L
-38.59964,80.434845,L
-43.327915,80.31263,L
-66.62176,74.465034,L
-75.81851,72.56689,L
-106.553505,46.218636,L
-4.8812795,84.643814,L
-16.907553,-6.993797,L
-25.561134,92.6922,L
-64.986404,73.460655,L
-24.942644,76.298,L
-20.525986,-1.4376948,L
-5.069615,85.85499,L
-4.1825385,5.938886,L
-31.613194,80.00393,L
-64.256165,77.60866,L
-40.056286,74.81811,L
-32.98677,82.654686,L
-61.246864,18.506958,L
-43.632244,86.12854,L
-96.12386,51.67524,L
-54.512978,11.910358,L
-61.703587,11.051264,L
-38.81483,80.86643,L
-68.819626,15.90323,L
-77.40354,84.29772,L
-81.92826,8.200423,L
-75.6969,81.54651,L
-102.704956,53.551384,L
-91.22142,-20.62164,L
-83.59926,-3.411611,L
-31.040958,8.329694,L
-74.60799,67.96232,L
-26.934587,15.97316,L
-41.862698,82.30123,L
-96.42873,77.58471,L
-95.98517,52.339222,L
-95.62589,52.539837,L
-55.968987,84.894485,L
-55.095078,85.06013,L
-87.85554,1.3249886,L
-99.11876,-16.073687,L
-83.24477,-43.87714,L
-64.036804,83.70687,L
-57.09503,81.68859,L
-87.69221,70.805336,L
-101.3001,54.92701,L
-101.40827,54.69999,L
-97.52526,-34.26572,L
-94.744385,-50.6125,L
-66.43801,83.27463,L
-84.87052,-24.631493,L
-35.002533,11.390357,L
-60.35818,78.01761,L
-38.63891,80.68946,L
-81.109955,71.70871,L
-29.337734,21.4868,L
-54.849163,83.7874,L
-87.3789,-21.409636,L
-18.332865,82.02168,L
-30.770699,-32.00129,L
-74.3886,70.98859,L
-74.74544,3.6129835,L
-58.356735,75.12061,L
-50.64982,76.384895,L
-48.153683,76.84605,L
-59.564823,76.39207,L
-60.78027,78.063255,L
-23.321308,6.5067596,L
-22.87497,7.0628614,L
-34.80677,88.10637,L
-61.445694,18.714262,L
-82.88961,-13.447847,L
-49.14968,14.211173,L
-49.39451,20.066284,L
-72.31906,-2.6415524,L
-57.74844,15.528851,L
-9.893399,1.5238631,L
-32.74579,82.514206,L
-46.71429,18.3895,L
-88.95834,-22.929226,L
-37.775642,-3.6550047,L
-97.99105,51.855167,L
-32.76945,82.31079,L
-28.668098,-2.8816764,L
-71.78106,81.011246,L
-86.47547,71.538734,L
-100.12397,55.356163,L
-56.590336,6.6216326,L
-50.426804,75.361626,L
-26.518751,-30.323917,L
-57.557125,80.72181,L
-77.50012,5.436255,L
-69.16415,73.372154,L
-14.675879,-4.2690396,L
-25.106796,71.3571,L
-85.576096,-18.909985,L
-18.103262,-1.9164208,L
-61.192764,76.28032,L
-25.434433,90.65772,L
-39.5794,66.796974,L
0.9824764,81.9361,L
-15.5835905,90.08264,L
-38.845577,13.870149,L
-99.85383,54.88987,L
-51.20585,-48.843407,L
-34.70362,3.7368815,L
-38.75739,75.84165,L
-9.870242,5.9282236,L
-28.755623,90.74985,L
-91.732475,-20.184023,L
-97.81385,-37.29784,L
-74.527695,81.601685,L
-87.53757,72.32557,L
-91.69616,-17.777792,L
-89.15042,-15.012452,L
-53.73353,76.95196,L
-24.058924,17.501665,L
-32.192356,4.588778,L
-76.53253,-5.928284,L
-6.2774577,86.02854,L
-10.411464,79.79112,L
-28.539814,30.990355,L
-77.851295,87.98355,L
-26.499928,89.95753,L
-50.843292,73.22552,L
-79.785,-4.6699805,L
-92.47135,-16.8915,L
-100.12054,54.440517,L
-41.39258,4.1604977,L
-48.78611,14.675794,L
-31.51784,28.15815,L
-75.52991,-27.970266,L
-12.353311,-4.865947,L
-30.9507,86.66679,L
8.210115,79.5727,L
-19.610905,-1.9906687,L
-42.26215,82.58684,L
-103.57207,42.925926,L
-26.613073,92.1655,L
-35.760162,90.66413,L
-29.35999,21.376759,L
-52.006042,-46.44589,L
-35.172916,11.788358,L
-23.126768,83.254074,L
-61.477123,76.734215,L
-21.29819,13.407458,L
-15.8649025,9.012462,L
-54.091568,19.529505,L
-59.757954,21.932123,L
-24.89117,93.066956,L
-26.862633,88.82174,L
-45.76522,81.181,L
-76.91333,69.807755,L
-30.890871,19.205896,L
-13.308433,89.56419,L
7.558139,6.818563,L
-20.955404,12.596279,L
